"SYMBOL 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","NO. OF SECURITY (POST) 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","MODE OF ACQUISITION 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
",is_insider
BAJAJ-AUTO,Govind Agrawal,Employees/Designated Employees,Equity Shares,0.0,400.0,2457340,Sell,Nil,2023-12-05,Market Sale,0,1
BAJAJ-AUTO,Chetan Joshi,Employees/Designated Employees,Equity Shares,0.0,274.0,1678250,Sell,100,2023-12-05,Market Sale,0,1
BAJAJ-AUTO,SAMARDEEP SUBANDH,Employees/Designated Employees,Equity Shares,0.0,5656.0,34681121,Sell,Nil,2023-12-05,Market Sale,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,46.0,122015,Sell,Nil,2023-11-20,Market Sale,0,1
BAJAJ-AUTO,Ramtilak Ananthan,Employees/Designated Employees,Equity Shares,0.0,600.0,1765590,Buy,600,2023-12-01,ESOP,0,1
BAJAJ-AUTO,SARANG KANADE,Employees/Designated Employees,Equity Shares,0.0,15346.0,53456256,Buy,15346,2023-12-01,ESOP,0,1
BAJAJ-AUTO,Ramtilak Ananthan,Employees/Designated Employees,Equity Shares,0.0,600.0,1765590,Buy,600,2023-12-01,ESOP,0,1
BAJAJ-AUTO,SARANG KANADE,Employees/Designated Employees,Equity Shares,0.0,15346.0,53456256,Buy,15346,2023-12-01,ESOP,0,1
BAJAJ-AUTO,SARANG KANADE,Employees/Designated Employees,Equity Shares,0.0,15346.0,53456256,Buy,15346,2023-12-01,ESOP,0,1
BAJAJ-AUTO,Ramtilak Ananthan,Employees/Designated Employees,Equity Shares,0.0,600.0,1765590,Buy,600,2023-12-01,ESOP,0,1
BAJAJ-AUTO,Chetan Joshi,Employees/Designated Employees,Equity Shares,0.0,374.0,2258586,Buy,374,2023-11-30,ESOP,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,300.0,1828200,Sell,6600,2023-11-30,Market Sale,0,1
BAJAJ-AUTO,S Vishwanathan,Employees/Designated Employees,Equity Shares,0.0,102.0,604860,Sell,400,2023-11-23,Market Sale,0,1
BAJAJ-AUTO,S Vishwanathan,Employees/Designated Employees,Equity Shares,0.0,102.0,607002,Sell,298,2023-11-28,Market Sale,0,1
BAJAJ-AUTO,Chetan Joshi,Employees/Designated Employees,Equity Shares,0.0,440.0,2609200,Sell,Nil,2023-11-28,Market Sale,0,1
BAJAJ-AUTO,S Vishwanathan,Employees/Designated Employees,Equity Shares,0.0,148.0,851444,Sell,600,2023-11-22,Market Sale,0,1
BAJAJ-AUTO,S Vishwanathan,Employees/Designated Employees,Equity Shares,0.0,98.0,581140,Sell,502,2023-11-23,Market Sale,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,400.0,1555900,Buy,6900,2023-11-23,ESOP,0,1
BAJAJ-AUTO,Chetan Joshi,Employees/Designated Employees,Equity Shares,0.0,440.0,2579557,Buy,440,2023-11-23,ESOP,0,1
BAJAJ-AUTO,Madhavdas Kini,Employees/Designated Employees,Equity Shares,0.0,43.0,254560,Sell,596,2023-11-24,Market Sale,0,1
BAJAJ-AUTO,Madhavdas Kini,Employees/Designated Employees,Equity Shares,0.0,12.0,35311,Buy,639,2023-11-23,ESOP,0,1
BAJAJ-AUTO,Madhavdas Kini,Employees/Designated Employees,Equity Shares,0.0,48.0,141247,Buy,627,2023-11-23,ESOP,0,1
BAJAJ-AUTO,Madhavdas Kini,Employees/Designated Employees,Equity Shares,0.0,47.0,254740,Sell,579,2023-11-07,Market Sale,0,1
BAJAJ-AUTO,Madhavdas Kini,Employees/Designated Employees,Equity Shares,0.0,47.0,251450,Sell,626,2023-11-03,Market Sale,0,1
BAJAJ-AUTO,Madhavdas Kini,Employees/Designated Employees,Equity Shares,0.0,48.0,141247,Buy,673,2023-10-25,ESOP,0,1
BAJAJ-AUTO,S Vishwanathan,Employees/Designated Employees,Equity Shares,0.0,250.0,1420500,Sell,748,2023-11-21,Market Sale,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,250.0,1436000,Sell,6050,2023-11-21,Market Sale,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,110.0,323692,Buy,110,2023-11-03,ESOP,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,110.0,595100,Sell,Nil,2023-11-06,Market Sale,0,1
BAJAJ-AUTO,C S ANAWALIKAR,Employees/Designated Employees,Equity Shares,0.0,75.0,220699,Buy,75,2023-11-09,ESOP,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,100.0,552500,Sell,6300,2023-11-15,Market Sale,0,1
BAJAJ-AUTO,Vikas Sawhney,Employees/Designated Employees,Equity Shares,0.0,400.0,2170000,Sell,100,2023-11-13,Market Sale,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,50.0,272400,Sell,6400,2023-11-12,Market Sale,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,50.0,270200,Sell,6450,2023-11-10,Market Sale,0,1
BAJAJ-AUTO,Vikas Sawhney,Employees/Designated Employees,Equity Shares,0.0,500.0,1471325,Buy,500,2023-11-09,ESOP,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,75.0,404850,Sell,6400,2023-11-01,Market Sale,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,100.0,542400,Sell,6300,2023-11-01,Market Sale,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,200.0,777950,Buy,6500,2023-11-08,ESOP,0,1
BAJAJ-AUTO,Ramtilak Ananthan,Employees/Designated Employees,Equity Shares,0.0,600.0,3242400,Sell,Nil,2023-11-08,Market Sale,0,1
BAJAJ-AUTO,Ramtilak Ananthan,Employees/Designated Employees,Equity Shares,0.0,600.0,1765590,Buy,600,2023-11-06,ESOP,0,1
BAJAJ-AUTO,K S GHRIHAPATHY,Employees/Designated Employees,Equity Shares,0.0,2017.0,10891800,Sell,Nil,2023-11-06,Market Sale,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,700.0,2722825,Buy,6475,2023-10-31,ESOP,0,1
BAJAJ-AUTO,S Vishwanathan,Employees/Designated Employees,Equity Shares,0.0,998.0,3884316,Buy,998,2023-10-27,ESOP,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,150.0,804150,Sell,5775,2023-10-27,Market Sale,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,50.0,270750,Sell,5950,2023-10-23,Market Sale,0,1
BAJAJ-AUTO,Zanzari Kailash J,Employees/Designated Employees,Equity Shares,0.0,25.0,133100,Sell,5925,2023-10-26,Market Sale,0,1
COFORGE,Sudhir Singh,Key Managerial Personnel,Equity Shares,0.69,83005.0,503051803,Buy,515327,2024-01-08,ESOP,0,1
COFORGE,Joydip Mukherji,Employees/Designated Employees,Equity Shares,0.0,450.0,2801755,Sell,550,2023-12-28,Market Sale,0,1
COFORGE,Rajeev Batra,Employees/Designated Employees,Equity Shares,0.0,1700.0,10604957,Sell,2493,2023-12-29,Market Sale,0,1
COFORGE,Madan Mohan,Employees/Designated Employees,Equity Shares,0.07,3000.0,18817630,Sell,42019,2023-12-29,Market Sale,0,1
COFORGE,Madan Mohan,Employees/Designated Employees,Equity Shares,0.07,2000.0,12522289,Sell,45019,2023-12-28,Market Sale,0,1
COFORGE,Madhusudan Hegde,Employees/Designated Employees,Equity Shares,0.0,1858.0,11519600,Sell,1000,2023-12-22,Market Sale,0,1
COFORGE,Anupam Jain,Employees/Designated Employees,Equity Shares,0.0,205.0,1285438,Sell,544,2023-12-28,Market Sale,0,1
COFORGE,Rajeev Pandey,Employees/Designated Employees,Equity Shares,0.0,100.0,627000,Sell,350,2023-12-22,Market Sale,0,1
COFORGE,Rajeev Pandey,Employees/Designated Employees,Equity Shares,0.0,50.0,313287,Sell,300,2023-12-22,Market Sale,0,1
COFORGE,Rajeev Pandey,Employees/Designated Employees,Equity Shares,0.0,50.0,314000,Sell,250,2023-12-29,Market Sale,0,1
COFORGE,Rajeev Pandey,Employees/Designated Employees,Equity Shares,0.0,50.0,306669,Sell,450,2023-12-21,Market Sale,0,1
COFORGE,Sudhir Singh,Key Managerial Personnel,Equity Shares,0.69,1900.0,11842700,Sell,432322,2023-12-29,Market Sale,0,1
COFORGE,Sudhir Singh,Key Managerial Personnel,Equity Shares,0.71,6866.0,43587015,Sell,434222,2023-12-27,Market Sale,0,1
COFORGE,Rajeev Pandey,Employees/Designated Employees,Equity Shares,0.0,50.0,313774,Sell,200,2023-12-29,Market Sale,0,1
COFORGE,Vikas Vijay Jadhav,Employees/Designated Employees,Equity Shares,0.0,205.0,1259910,Sell,Nil,2023-12-22,Market Sale,0,1
COFORGE,Vikas Vijay Jadhav,Employees/Designated Employees,Equity Shares,0.0,1085.0,6680799,Sell,10,2023-12-22,Market Sale,0,1
COFORGE,Sanjeev Prasad,Employees/Designated Employees,Equity Shares,0.04,500.0,3130814,Sell,22655,2023-12-26,Market Sale,0,1
COFORGE,Sanjeev Prasad,Employees/Designated Employees,Equity Shares,0.05,9500.0,56619527,Sell,23155,2023-12-21,Market Sale,0,1
COFORGE,Bhartendra Gupta,Employees/Designated Employees,Equity Shares,0.0,2000.0,12260100,Sell,6590,2023-12-22,Market Sale,0,1
COFORGE,Sudhir Singh,Key Managerial Personnel,Equity Shares,0.76,27112.0,170404944,Sell,441088,2023-12-26,Market Sale,0,1
COFORGE,Gautam Samanta,Employees/Designated Employees,Equity Shares,0.02,13246.0,81971017,Sell,Nil,2023-12-22,Market Sale,0,1
COFORGE,Rohit Mehra,Employees/Designated Employees,Equity Shares,0.0,1000.0,6267051,Sell,4871,2023-12-26,Market Sale,0,1
COFORGE,John Robert Speight,Employees/Designated Employees,Equity Shares,0.0,1740.0,10761445,Sell,Nil,2023-12-22,Market Sale,0,1
COFORGE,Madan Mohan,Employees/Designated Employees,Equity Shares,0.08,8000.0,49740078,Sell,47019,2023-12-22,Market Sale,0,1
COFORGE,Sanjeev Prasad,Employees/Designated Employees,Equity Shares,0.01,22250.0,134368863,Buy,32655,2023-12-20,ESOP,0,1
COFORGE,Rohit Mehra,Employees/Designated Employees,Equity Shares,0.0,3848.0,23238264,Buy,5871,2023-12-20,ESOP,0,1
COFORGE,Bhartendra Gupta,Employees/Designated Employees,Equity Shares,0.0,8590.0,51875440,Buy,8590,2023-12-20,ESOP,0,1
COFORGE,Ruchi Kulhari,Employees/Designated Employees,Equity Shares,0.0,4696.0,28359379,Buy,4696,2023-12-20,ESOP,0,1
COFORGE,Anupam Jain,Employees/Designated Employees,Equity Shares,0.0,699.0,4221296,Buy,749,2023-12-20,ESOP,0,1
COFORGE,Joydip Mukherji,Employees/Designated Employees,Equity Shares,0.0,1000.0,6039050,Buy,1000,2023-12-20,ESOP,0,1
COFORGE,Gautam Samanta,Employees/Designated Employees,Equity Shares,0.0,13246.0,77684479,Buy,13246,2023-12-12,ESOP,0,1
COFORGE,John Robert Speight,Employees/Designated Employees,Equity Shares,0.0,1740.0,10204665,Buy,1740,2023-12-12,ESOP,0,1
COFORGE,Rajeev Batra,Employees/Designated Employees,Equity Shares,0.0,4193.0,24590897,Buy,4193,2023-12-12,ESOP,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,250.0,1418750,Sell,3273,2023-12-06,Market Sale,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,38.0,215270,Sell,4485,2023-12-04,Market Sale,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,1000.0,5700000,Sell,4523,2023-12-04,Market Sale,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,250.0,1400000,Sell,3773,2023-12-05,Market Sale,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,250.0,1402500,Sell,3523,2023-12-05,Market Sale,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,462.0,2619540,Sell,4023,2023-12-04,Market Sale,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,250.0,1412500,Sell,3023,2023-12-06,Market Sale,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,250.0,1407500,Sell,2773,2023-12-06,Market Sale,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,500.0,2850000,Sell,2273,2023-12-06,Market Sale,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,1023.0,5831100,Sell,1250,2023-12-07,Market Sale,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,500.0,2875000,Sell,750,2023-12-07,Market Sale,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,250.0,1460000,Sell,500,2023-12-08,Market Sale,0,1
COFORGE,Mukund Garg,Employees/Designated Employees,Equity Shares,0.0,699.0,3980630,Buy,1418,2023-11-29,ESOP,0,1
COFORGE,Madan Mohan,Employees/Designated Employees,Equity Shares,0.07,10804.0,61526079,Buy,55019,2023-11-29,ESOP,0,1
COFORGE,Siju Thampi,Employees/Designated Employees,Equity Shares,0.0,350.0,1993163,Buy,350,2023-11-29,ESOP,0,1
COFORGE,Madhusudan Hegde,Employees/Designated Employees,Equity Shares,0.0,2858.0,16275596,Buy,2858,2023-11-29,ESOP,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,477.0,2671200,Sell,5523,2023-11-28,Market Sale,0,1
COFORGE,Gautam Samanta,Employees/Designated Employees,Equity Shares,0.0,10000.0,50841600,Sell,Nil,2023-11-03,Market Sale,0,1
COFORGE,Sudhir Singh,Key Managerial Personnel,Equity Shares,0.71,30000.0,147132000,Buy,468200,2023-10-26,ESOP,0,1
COFORGE,Sudhir Singh,Key Managerial Personnel,Equity Shares,0.71,30000.0,147132000,Buy,468000,2023-10-26,ESOP,0,1
COFORGE,Sanjay Dalwani,Employees/Designated Employees,Equity Shares,0.0,808.0,4047232,Buy,808,2023-09-27,ESOP,0,1
COFORGE,Sandeepan Mukherjee,Employees/Designated Employees,Equity Shares,0.0,737.0,3614543,Buy,2217,2023-10-26,ESOP,0,1
COFORGE,Shailendra Agarwal,Employees/Designated Employees,Equity Shares,0.0,6000.0,29426400,Buy,6000,2023-10-26,ESOP,0,1
COFORGE,Mark Richard Holden,Employees/Designated Employees,Equity Shares,0.0,817.0,4160246,Buy,3071,2023-10-18,ESOP,0,1
COFORGE,Sandeepan Mukherjee,Employees/Designated Employees,Equity Shares,0.0,740.0,3768154,Buy,1480,2023-10-18,ESOP,0,1
COFORGE,Mukund Garg,Employees/Designated Employees,Equity Shares,0.0,719.0,3661220,Buy,719,2023-10-18,ESOP,0,1
COFORGE,Sanjeev Prasad,Employees/Designated Employees,Equity Shares,0.0,6000.0,30552600,Buy,10405,2023-10-18,ESOP,0,1
COFORGE,Navneet Prasad,Employees/Designated Employees,Equity Shares,0.0,456.0,2321997,Buy,456,2023-10-18,ESOP,0,1
MTARTECH,K SHALINI,Promoters,Equity Shares,6.8,900000.0,0,Sell,1191483,2023-12-29,Inter-se-Transfer,0,1
MTARTECH,MITTA MADHAVI,Promoters,Equity Shares,1.75,450000.0,0,Buy,987983,2023-12-29,Inter-se-Transfer,0,1
MTARTECH,A MANOGNA,Promoters,Equity Shares,1.69,450000.0,0,Buy,968889,2023-12-29,Inter-se-Transfer,0,1
MTARTECH,K VAMSHIDHAR REDDY,Promoter Group,Equity Shares,6.12,26000.0,57200260,Sell,1856087,2023-12-28,Market Sale,0,1
MTARTECH,K VAMSHIDHAR REDDY,Promoter Group,Equity Shares,6.31,59472.0,128590539,Sell,1882087,2023-12-26,Market Sale,0,1
MTARTECH,MITTA MADHAVI,Promoters,Equity Shares,1.87,38338.0,83726513,Sell,537983,2023-12-26,Market Sale,0,1
MTARTECH,A MANOGNA,Promoters,Equity Shares,1.85,49924.0,107520411,Sell,518889,2023-12-26,Market Sale,0,1
MTARTECH,P Kalpana Reddy,Promoters,Equity Shares,3.17,1000.0,2249353,Sell,974000,2023-12-22,Market Sale,0,1
MTARTECH,Leelavathi Parvatha Reddy,Promoters,Equity Shares,2.99,200000.0,436555105,Sell,721712,2023-12-22,Market Sale,0,1
MTARTECH,Saranya Loka Reddy,Promoters,Equity Shares,3.25,10000.0,22983298,Sell,989666,2023-12-19,Market Sale,0,1
MTARTECH,P Kalpana Reddy,Promoters,Equity Shares,3.25,25000.0,57884588,Sell,975000,2023-12-19,Market Sale,0,1
MTARTECH,Northeast Broking Services Limited,Promoter Group,Equity Shares,0.11,22500.0,52195992,Sell,12500,2023-12-19,Market Sale,0,1
MTARTECH,Leelavathi Parvatha Reddy,Promoters,Equity Shares,3.08,26500.0,60819410,Sell,921712,2023-12-19,Market Sale,0,1
MTARTECH,Saranya Loka Reddy,Promoters,Equity Shares,3.33,25000.0,56563361,Sell,999666,2023-12-13,Market Sale,0,1
MTARTECH,Leelavathi Parvatha Reddy,Promoters,Equity Shares,3.16,23500.0,52856670,Sell,948212,2023-12-15,Market Sale,0,1
MTARTECH,P Kalpana Reddy,Promoters,Equity Shares,3.33,25000.0,56597400,Sell,1000000,2023-12-13,Market Sale,0,1
KIRLPNU,Ramesh Chandra Sahu,-,Equity Shares,0.0,2000.0,240000,Buy,3005,2023-11-02,ESOP,0,1
KIRLPNU,Ramesh Chandra Sahu,-,Equity Shares,0.01,1000.0,602900,Sell,3005,2023-12-26,Market Sale,0,1
KIRLPNU,Ramesh Chandra Sahu,-,Equity Shares,0.0,1000.0,400000,Buy,4005,2023-11-29,ESOP,0,1
KIRLPNU,Ganesh Anand Chaudhari,-,Equity Shares,0.0,38.0,22268,Sell,1850,2023-11-24,Market Sale,0,1
KIRLPNU,Ganesh Anand Chaudhari,-,Equity Shares,0.0,400.0,48000,Buy,1950,2023-11-02,ESOP,0,1
KIRLPNU,Ganesh Anand Chaudhari,-,Equity Shares,0.0,50.0,29000,Sell,1800,2023-12-05,Market Sale,0,1
KIRLPNU,Ganesh Anand Chaudhari,-,Equity Shares,0.0,1500.0,905392,Sell,300,2023-12-12,Market Sale,0,1
KIRLPNU,Ganesh Anand Chaudhari,-,Equity Shares,0.0,62.0,36097,Sell,1888,2023-11-23,Market Sale,0,1
KIRLPNU,Neeraj Brahm Bhargava,-,Equity Shares,0.0,2500.0,1462500,Sell,26,2023-12-06,Market Sale,0,1
KIRLPNU,Neeraj Brahm Bhargava,-,Equity Shares,0.0,5000.0,600000,Buy,5026,2023-11-02,ESOP,0,1
KIRLPNU,Neeraj Brahm Bhargava,-,Equity Shares,0.01,2500.0,1449875,Sell,2526,2023-11-23,Market Sale,0,1
KIRLPNU,Gajavilli Krishna Rao,Director,Equity Shares,0.0,2000.0,1120000,Buy,2000,2023-11-01,Market Purchase,0,1
KIRLPNU,K Srinivasan,Director,Equity Shares,0.2,30000.0,5700000,Buy,157800,2023-11-02,ESOP,0,1
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.21,232.0,2320,Sell,268351,2024-01-12,ESOP,0,0
NAUKRI,Liji John,Employees/Designated Employees,Equity Shares,0.0,2000.0,10260998,Sell,2523,2023-12-27,Market Sale,0,0
NAUKRI,Endeavour Holding Trust,Promoter Group,Equity Shares,6.32,32000.0,164503360,Sell,8151149,2023-12-29,Market Sale,0,0
NAUKRI,Sunita Daryani,Employees/Designated Employees,Equity Shares,0.0,200.0,1039000,Sell,474,2023-12-19,Market Sale,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.21,1316.0,13160,Sell,268583,2023-12-28,ESOP,0,0
NAUKRI,Bhisham Dhingra,Employees/Designated Employees,Equity Shares,0.0,1200.0,6087158,Sell,221,2023-12-26,Market Sale,0,0
NAUKRI,Rinchan Gupta,Employees/Designated Employees,Equity Shares,0.01,500.0,2577443,Sell,9715,2023-12-28,Market Sale,0,0
NAUKRI,Endeavour Holding Trust,Promoter Group,Equity Shares,6.33,12382.0,64018655,Sell,8183149,2023-12-27,Market Sale,0,0
NAUKRI,Niraj Seth,Employees/Designated Employees,Equity Shares,0.0,240.0,1237500,Sell,5031,2023-12-27,Market Sale,0,0
NAUKRI,Niraj Kumar Rana,Employees/Designated Employees,Equity Shares,0.02,2000.0,10160000,Sell,25469,2023-12-26,Market Sale,0,0
NAUKRI,Ankur Kheterpal,Employees/Designated Employees,Equity Shares,0.0,700.0,3548580,Sell,Nil,2023-12-26,Market Sale,0,0
NAUKRI,Niraj Seth,Employees/Designated Employees,Equity Shares,0.0,200.0,1005000,Sell,4031,2023-12-22,Market Sale,0,0
NAUKRI,Pawan Goyal,Director,Equity Shares,0.01,19400.0,97265000,Sell,Nil,2023-12-21,Market Sale,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.21,2194.0,21940,Sell,269899,2023-12-21,ESOP,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.23,20722.0,207220,Sell,272093,2023-12-20,ESOP,0,0
NAUKRI,Niraj Seth,Employees/Designated Employees,Equity Shares,0.0,300.0,1575000,Sell,4231,2023-12-19,Market Sale,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.23,2888.0,28880,Sell,292815,2023-12-15,ESOP,0,0
NAUKRI,Sharad Sindhwani,Employees/Designated Employees,Equity Shares,0.0,225.0,1181250,Sell,5588,2023-12-18,Market Sale,0,0
NAUKRI,Sharad Sindhwani,Employees/Designated Employees,Equity Shares,0.0,150.0,720750,Sell,5387,2023-11-20,Market Sale,0,0
NAUKRI,Anil Kundu,Employees/Designated Employees,Equity Shares,0.0,500.0,2592214,Sell,703,2023-12-18,Market Sale,0,0
NAUKRI,Amit Kumar Singh,Employees/Designated Employees,Equity Shares,0.01,2000.0,10427420,Sell,13665,2023-12-18,Market Sale,0,0
NAUKRI,Pawan Goyal,Director,Equity Shares,0.0,335.0,1750375,Sell,Nil,2023-12-18,Market Sale,0,0
NAUKRI,Ankur Kheterpal,Employees/Designated Employees,Equity Shares,0.0,200.0,1006000,Sell,Nil,2023-12-14,Market Sale,0,0
NAUKRI,A A Raju,Employees/Designated Employees,Equity Shares,0.01,3038.0,15579749,Sell,4294,2023-12-14,Market Sale,0,0
NAUKRI,Pawan Goyal,Director,Equity Shares,0.01,7600.0,39078289,Sell,335,2023-12-14,Market Sale,0,0
NAUKRI,Rizwan Ahmed,Employees/Designated Employees,Equity Shares,0.0,625.0,3004688,Sell,637,2023-12-11,Market Sale,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.23,678.0,6780,Sell,295703,2023-12-08,ESOP,0,0
NAUKRI,Niraj Seth,Employees/Designated Employees,Equity Shares,0.0,600.0,2934400,Sell,4531,2023-12-11,Market Sale,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.23,518.0,5180,Sell,296381,2023-12-04,ESOP,0,0
NAUKRI,Niraj Seth,Employees/Designated Employees,Equity Shares,0.0,400.0,1905000,Sell,5131,2023-12-05,Market Sale,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.23,439.0,4390,Sell,296899,2023-11-29,ESOP,0,0
NAUKRI,Pradeep Kumar,Employees/Designated Employees,Equity Shares,0.0,900.0,4110300,Sell,30,2023-11-30,Market Sale,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.23,932.0,9320,Sell,297338,2023-11-24,ESOP,0,0
NAUKRI,Amit Kumar,Employees/Designated Employees,Equity Shares,0.0,339.0,1541050,Sell,714,2023-11-28,Market Sale,0,0
NAUKRI,Amit Kumar,Employees/Designated Employees,Equity Shares,0.0,714.0,3304400,Sell,Nil,2023-11-29,Market Sale,0,0
NAUKRI,Rinchan Gupta,Employees/Designated Employees,Equity Shares,0.01,200.0,919300,Sell,10215,2023-11-24,Market Sale,0,0
NAUKRI,Rinchan Gupta,Employees/Designated Employees,Equity Shares,0.01,294.0,1394167,Sell,10415,2023-11-22,Market Sale,0,0
NAUKRI,Amit Kumar,Employees/Designated Employees,Equity Shares,0.0,300.0,1415000,Sell,536,2023-11-15,Market Sale,0,0
NAUKRI,Amit Kumar,Employees/Designated Employees,Equity Shares,0.0,200.0,956000,Sell,336,2023-11-21,Market Sale,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.23,528.0,5280,Sell,298270,2023-11-20,ESOP,0,0
NAUKRI,Pallavi Gupta,Employees/Designated Employees,Equity Shares,0.0,300.0,1426542,Sell,4378,2023-11-20,Market Sale,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.23,709.0,7090,Sell,298798,2023-11-17,ESOP,0,0
NAUKRI,Chintan Arvind Thakkar,Director,Equity Shares,0.04,17382.0,82597796,Sell,34247,2023-11-17,Market Sale,0,0
NAUKRI,Kitty Agarwal,Employees/Designated Employees,Equity Shares,0.0,812.0,3696224,Sell,Nil,2023-11-15,Market Sale,0,0
NAUKRI,Arvind Heda,Employees/Designated Employees,Equity Shares,0.0,2000.0,9516000,Sell,168,2023-11-16,Market Sale,0,0
NAUKRI,Chintan Arvind Thakkar,Director,Equity Shares,0.05,7618.0,36257239,Sell,51629,2023-11-12,Market Sale,0,0
NAUKRI,Shantanu Mathur,Employees/Designated Employees,Equity Shares,0.0,734.0,3493639,Sell,Nil,2023-11-16,Market Sale,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.23,402.0,4020,Sell,299507,2023-11-15,ESOP,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.23,1198.0,11980,Sell,299909,2023-11-10,ESOP,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.23,2171.0,21710,Sell,301107,2023-11-06,ESOP,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.23,402.0,4020,Sell,303278,2023-10-17,ESOP,0,0
NAUKRI,Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,0.2,440.0,4400,Sell,257433,2024-03-28,ESOP,0,0
NAUKRI,Ankit Agrawal,Employees/Designated Employees,Equity Shares,0.0,100.0,526450,Sell,120,2024-03-27,Market Sale,0,0
NAUKRI,Rishi Gupta,Employees/Designated Employees,Equity Shares,0.0,600.0,3209400,Sell,3600,2024-03-27,Market Sale,0,0
NAUKRI,Nitin Bansal,Employees/Designated Employees,Equity Shares,0.01,2000.0,10880000,Sell,7226,2024-03-28,Market Sale,0,0
NAUKRI,Niraj Seth,Employees/Designated Employees,Equity Shares,0.0,400.0,2245500,Sell,4631,2024-03-28,Market Sale,0,0
